16,1,5,5,10,5
16,1,5,5,1,1
16,1,5,5,11,2
16,1,5,5,0,0
16,1,5,5,12,9
16,1,5,5,11,1
8,1,5,5,0,0
8,1,5,5,2,1
8,1,5,5,2,2
8,1,5,5,6,3
8,1,5,5,1,0
8,1,5,5,3,1
8,1,5,5,5,3
16,6,5,5,12,9
16,6,5,5,0,6
16,6,5,5,2,6
16,6,5,5,0,0
16,6,5,5,4,10
16,6,5,5,9,10
8,6,5,5,0,0
8,6,5,5,3,2
8,6,5,5,2,2
8,6,5,5,6,0
8,6,5,5,5,3
8,6,5,5,3,3
8,6,5,5,4,0
8,6,5,5,6,3
16,16,5,5,2,6
16,16,5,5,12,9
16,16,5,5,13,9
16,16,5,5,0,0
16,16,5,5,13,10
16,16,5,5,13,10
16,16,5,5,13,10
8,16,5,5,0,0
8,16,5,5,2,1
8,16,5,5,3,2
8,16,5,5,4,2
8,16,5,5,4,2
8,16,5,5,4,2
8,16,5,5,4,2
8,16,5,5,6,2
8,16,5,5,4,2
16,120,1,1,13,9
16,120,1,1,9,5
16,120,1,1,10,5
16,120,1,1,0,0
16,120,1,1,3,6
16,120,1,1,4,7
16,120,1,1,10,5
8,120,1,1,0,0
8,120,1,1,0,0
8,120,1,1,4,2
8,120,1,1,6,1
8,120,1,1,0,3
8,120,1,1,5,1
8,120,1,1,6,1
8,120,1,1,1,4
8,120,1,1,5,3
16,1,84,1,4,11
16,1,84,1,7,12
16,1,84,1,9,12
16,1,84,1,0,0
16,1,84,1,8,4
16,1,84,1,8,5
16,1,84,1,7,9
8,1,84,1,0,0
8,1,84,1,1,4
8,1,84,1,0,4
8,1,84,1,1,4
8,1,84,1,6,3
8,1,84,1,1,3
8,1,84,1,2,4
8,1,84,1,5,2
8,1,84,1,3,4
